Timestamp,Model_ID,Loss_Rate,Customer_Request
2021-11-30 09:00:00,Guitar_1,0.0,10
2021-10-30 09:00:00,Guitar_1,0.5,19
2021-09-30 09:00:00,Guitar_1,0.87,19
2021-08-30 09:00:00,Guitar_1,0.0,10
2021-07-30 09:00:00,Guitar_1,0.87,1
2021-06-30 09:00:00,Guitar_1,0.5,1
2021-05-30 09:00:00,Guitar_1,0.0,10
2021-04-30 09:00:00,Guitar_1,0.5,19
2021-03-30 09:00:00,Guitar_1,0.13,19
2021-02-28 09:00:00,Guitar_1,0.0,10
2021-01-30 09:00:00,Guitar_1,0.13,1
2020-12-30 09:00:00,Guitar_1,0.5,1
2020-11-30 09:00:00,Guitar_1,0.0,10
2020-10-30 09:00:00,Guitar_1,0.5,19
2020-09-30 09:00:00,Guitar_1,0.87,19
2020-08-30 09:00:00,Guitar_1,0.0,10
2020-07-30 09:00:00,Guitar_1,0.87,1
2020-06-30 09:00:00,Guitar_1,0.5,1
2020-05-30 09:00:00,Guitar_1,0.0,10
2020-04-30 09:00:00,Guitar_1,0.5,19
2020-03-30 09:00:00,Guitar_1,0.13,19
2020-02-29 09:00:00,Guitar_1,0.0,10
2020-01-30 09:00:00,Guitar_1,0.13,1
2019-12-30 09:00:00,Guitar_1,0.5,1
2019-11-30 09:00:00,Guitar_1,0.0,10
2019-10-30 09:00:00,Guitar_1,0.5,19
2019-09-30 09:00:00,Guitar_1,0.87,19
2019-08-30 09:00:00,Guitar_1,0.0,10
2019-07-30 09:00:00,Guitar_1,0.87,1
2019-06-30 09:00:00,Guitar_1,0.5,1
2019-05-30 09:00:00,Guitar_1,0.0,10
2019-04-30 09:00:00,Guitar_1,0.5,19
2019-03-30 09:00:00,Guitar_1,0.13,19
2019-02-28 09:00:00,Guitar_1,0.0,10
2019-01-30 09:00:00,Guitar_1,0.13,1
2018-12-30 09:00:00,Guitar_1,0.5,1
2018-11-30 09:00:00,Guitar_1,0.0,10
2018-10-30 09:00:00,Guitar_1,0.5,19
2018-09-30 09:00:00,Guitar_1,0.87,19
2018-08-30 09:00:00,Guitar_1,0.0,10
2018-07-30 09:00:00,Guitar_1,0.87,1
2018-06-30 09:00:00,Guitar_1,0.5,1
2018-05-30 09:00:00,Guitar_1,0.0,10
2018-04-30 09:00:00,Guitar_1,0.5,19
2018-03-30 09:00:00,Guitar_1,0.13,19
2018-02-28 09:00:00,Guitar_1,0.0,10
2018-01-30 09:00:00,Guitar_1,0.13,1
2017-12-30 09:00:00,Guitar_1,0.5,1
2017-11-30 09:00:00,Guitar_1,0.0,10
2017-10-30 09:00:00,Guitar_1,0.5,19
2017-09-30 09:00:00,Guitar_1,0.87,19
2017-08-30 09:00:00,Guitar_1,0.0,10
2017-07-30 09:00:00,Guitar_1,0.87,1
2017-06-30 09:00:00,Guitar_1,0.5,1
2017-05-30 09:00:00,Guitar_1,0.0,10
2017-04-30 09:00:00,Guitar_1,0.5,19
2017-03-30 09:00:00,Guitar_1,0.13,19
2017-02-28 09:00:00,Guitar_1,0.0,10
2017-01-30 09:00:00,Guitar_1,0.13,1
2016-12-30 09:00:00,Guitar_1,0.5,1
2016-11-30 09:00:00,Guitar_1,0.0,10
2016-10-30 09:00:00,Guitar_1,0.5,19
2016-09-30 09:00:00,Guitar_1,0.87,19
2016-08-30 09:00:00,Guitar_1,0.0,10
2016-07-30 09:00:00,Guitar_1,0.87,1
2016-06-30 09:00:00,Guitar_1,0.5,1
2016-05-30 09:00:00,Guitar_1,0.0,10
2016-04-30 09:00:00,Guitar_1,0.5,19
2016-03-30 09:00:00,Guitar_1,0.13,19
2016-02-29 09:00:00,Guitar_1,0.0,10
2016-01-30 09:00:00,Guitar_1,0.13,1
2015-12-30 09:00:00,Guitar_1,0.5,1
2015-11-30 09:00:00,Guitar_1,0.0,10
2015-10-30 09:00:00,Guitar_1,0.5,19
2015-09-30 09:00:00,Guitar_1,0.87,19
2015-08-30 09:00:00,Guitar_1,0.0,10
2015-07-30 09:00:00,Guitar_1,0.87,1
2015-06-30 09:00:00,Guitar_1,0.5,1
2015-05-30 09:00:00,Guitar_1,0.0,10
2015-04-30 09:00:00,Guitar_1,0.5,19
2015-03-30 09:00:00,Guitar_1,0.13,19
2015-02-28 09:00:00,Guitar_1,0.0,10
2015-01-30 09:00:00,Guitar_1,0.13,1
2014-12-30 09:00:00,Guitar_1,0.5,1
2014-11-30 09:00:00,Guitar_1,0.0,10
2014-10-30 09:00:00,Guitar_1,0.5,19
2014-09-30 09:00:00,Guitar_1,0.87,19
2014-08-30 09:00:00,Guitar_1,0.0,10
2014-07-30 09:00:00,Guitar_1,0.87,1
2014-06-30 09:00:00,Guitar_1,0.5,1
2014-05-30 09:00:00,Guitar_1,0.0,10
2014-04-30 09:00:00,Guitar_1,0.5,19
2014-03-30 09:00:00,Guitar_1,0.13,19
2014-02-28 09:00:00,Guitar_1,0.0,10
2014-01-30 09:00:00,Guitar_1,0.13,1
2013-12-30 09:00:00,Guitar_1,0.5,1
2013-11-30 09:00:00,Guitar_1,0.0,10
2013-10-30 09:00:00,Guitar_1,0.5,19
2013-09-30 09:00:00,Guitar_1,0.87,19
2013-08-30 09:00:00,Guitar_1,0.0,10
2013-07-30 09:00:00,Guitar_1,0.87,1
2013-06-30 09:00:00,Guitar_1,0.5,1
2013-05-30 09:00:00,Guitar_1,0.0,10
2013-04-30 09:00:00,Guitar_1,0.5,19
2013-03-30 09:00:00,Guitar_1,0.13,19
2013-02-28 09:00:00,Guitar_1,0.0,10
2013-01-30 09:00:00,Guitar_1,0.13,1
2012-12-30 09:00:00,Guitar_1,0.5,1
2012-11-30 09:00:00,Guitar_1,0.0,10
2012-10-30 09:00:00,Guitar_1,0.5,19
2012-09-30 09:00:00,Guitar_1,0.87,19
2012-08-30 09:00:00,Guitar_1,0.0,10
2012-07-30 09:00:00,Guitar_1,0.87,1
2012-06-30 09:00:00,Guitar_1,0.5,1
2012-05-30 09:00:00,Guitar_1,0.0,10
2012-04-30 09:00:00,Guitar_1,0.5,19
2012-03-30 09:00:00,Guitar_1,0.13,19
2012-02-29 09:00:00,Guitar_1,0.0,10
2012-01-30 09:00:00,Guitar_1,0.13,1
2011-12-30 09:00:00,Guitar_1,0.5,1
2011-11-30 09:00:00,Guitar_1,0.0,10
2011-10-30 09:00:00,Guitar_1,0.5,19
2011-09-30 09:00:00,Guitar_1,0.87,19
2011-08-30 09:00:00,Guitar_1,0.0,10
2011-07-30 09:00:00,Guitar_1,0.87,1
2011-06-30 09:00:00,Guitar_1,0.5,1
2011-05-30 09:00:00,Guitar_1,0.0,10
2011-04-30 09:00:00,Guitar_1,0.5,19
2011-03-30 09:00:00,Guitar_1,0.13,19
2011-02-28 09:00:00,Guitar_1,0.0,10
2011-01-30 09:00:00,Guitar_1,0.13,1
2010-12-30 09:00:00,Guitar_1,0.5,1
2010-11-30 09:00:00,Guitar_1,0.0,10
2010-10-30 09:00:00,Guitar_1,0.5,19
2010-09-30 09:00:00,Guitar_1,0.87,19
2010-08-30 09:00:00,Guitar_1,0.0,10
2010-07-30 09:00:00,Guitar_1,0.87,1
2010-06-30 09:00:00,Guitar_1,0.5,1
2010-05-30 09:00:00,Guitar_1,0.0,10
2010-04-30 09:00:00,Guitar_1,0.5,19
2010-03-30 09:00:00,Guitar_1,0.13,19
2010-02-28 09:00:00,Guitar_1,0.0,10
2010-01-30 09:00:00,Guitar_1,0.13,1
2009-12-30 09:00:00,Guitar_1,0.5,1
2009-11-30 09:00:00,Guitar_1,0.0,10
2009-10-30 09:00:00,Guitar_1,0.5,19
2009-09-30 09:00:00,Guitar_1,0.87,19
2009-08-30 09:00:00,Guitar_1,0.0,10
2009-07-30 09:00:00,Guitar_1,0.87,1
2009-06-30 09:00:00,Guitar_1,0.5,1
2009-05-30 09:00:00,Guitar_1,0.0,10
2009-04-30 09:00:00,Guitar_1,0.5,19
2009-03-30 09:00:00,Guitar_1,0.13,19
2009-02-28 09:00:00,Guitar_1,0.0,10
2009-01-30 09:00:00,Guitar_1,0.13,1
2008-12-30 09:00:00,Guitar_1,0.5,1
2008-11-30 09:00:00,Guitar_1,0.0,10
2008-10-30 09:00:00,Guitar_1,0.5,19
2008-09-30 09:00:00,Guitar_1,0.87,19
2008-08-30 09:00:00,Guitar_1,0.0,10
2008-07-30 09:00:00,Guitar_1,0.87,1
2008-06-30 09:00:00,Guitar_1,0.5,1
2008-05-30 09:00:00,Guitar_1,0.0,10
2008-04-30 09:00:00,Guitar_1,0.5,19
2008-03-30 09:00:00,Guitar_1,0.13,19
2008-02-29 09:00:00,Guitar_1,0.0,10
2008-01-30 09:00:00,Guitar_1,0.13,1
2007-12-30 09:00:00,Guitar_1,0.5,1
2007-11-30 09:00:00,Guitar_1,0.0,10
2007-10-30 09:00:00,Guitar_1,0.5,19
2007-09-30 09:00:00,Guitar_1,0.87,19
2007-08-30 09:00:00,Guitar_1,0.0,10
2007-07-30 09:00:00,Guitar_1,0.87,1
2007-06-30 09:00:00,Guitar_1,0.5,1
2007-05-30 09:00:00,Guitar_1,0.0,10
2007-04-30 09:00:00,Guitar_1,0.5,19
2007-03-30 09:00:00,Guitar_1,0.13,19
2007-02-28 09:00:00,Guitar_1,0.0,10
2007-01-30 09:00:00,Guitar_1,0.13,1
2006-12-30 09:00:00,Guitar_1,0.5,1
2006-11-30 09:00:00,Guitar_1,0.0,10
2006-10-30 09:00:00,Guitar_1,0.5,19
2006-09-30 09:00:00,Guitar_1,0.87,19
2006-08-30 09:00:00,Guitar_1,0.0,10
2006-07-30 09:00:00,Guitar_1,0.87,1
2006-06-30 09:00:00,Guitar_1,0.5,1
2006-05-30 09:00:00,Guitar_1,0.0,10
2006-04-30 09:00:00,Guitar_1,0.5,19
2006-03-30 09:00:00,Guitar_1,0.13,19
2006-02-28 09:00:00,Guitar_1,0.0,10
2006-01-30 09:00:00,Guitar_1,0.13,1
2005-12-30 09:00:00,Guitar_1,0.5,1
2005-11-30 09:00:00,Guitar_1,0.0,10
2005-10-30 09:00:00,Guitar_1,0.5,19
2005-09-30 09:00:00,Guitar_1,0.87,19
2005-08-30 09:00:00,Guitar_1,0.0,10
2005-07-30 09:00:00,Guitar_1,0.87,1
2005-06-30 09:00:00,Guitar_1,0.5,1
2005-05-30 09:00:00,Guitar_1,0.0,10
2005-04-30 09:00:00,Guitar_1,0.5,19
2005-03-30 09:00:00,Guitar_1,0.13,19
2005-02-28 09:00:00,Guitar_1,0.0,10
2005-01-30 09:00:00,Guitar_1,0.13,1
2004-12-30 09:00:00,Guitar_1,0.5,1
2004-11-30 09:00:00,Guitar_1,0.0,10
2004-10-30 09:00:00,Guitar_1,0.5,19
2004-09-30 09:00:00,Guitar_1,0.87,19
2004-08-30 09:00:00,Guitar_1,0.0,10
2004-07-30 09:00:00,Guitar_1,0.87,1
2004-06-30 09:00:00,Guitar_1,0.5,1
2004-05-30 09:00:00,Guitar_1,0.0,10
2004-04-30 09:00:00,Guitar_1,0.5,19
2004-03-30 09:00:00,Guitar_1,0.13,19
2004-02-29 09:00:00,Guitar_1,0.0,10
2004-01-30 09:00:00,Guitar_1,0.13,1
2003-12-30 09:00:00,Guitar_1,0.5,1
2003-11-30 09:00:00,Guitar_1,0.0,10
2003-10-30 09:00:00,Guitar_1,0.5,19
2003-09-30 09:00:00,Guitar_1,0.87,19
2003-08-30 09:00:00,Guitar_1,0.0,10
2003-07-30 09:00:00,Guitar_1,0.87,1
2003-06-30 09:00:00,Guitar_1,0.5,1
2003-05-30 09:00:00,Guitar_1,0.0,10
2003-04-30 09:00:00,Guitar_1,0.5,19
2003-03-30 09:00:00,Guitar_1,0.13,19
2003-02-28 09:00:00,Guitar_1,0.0,10
2003-01-30 09:00:00,Guitar_1,0.13,1
2002-12-30 09:00:00,Guitar_1,0.5,1
2002-11-30 09:00:00,Guitar_1,0.0,10
2002-10-30 09:00:00,Guitar_1,0.5,19
2002-09-30 09:00:00,Guitar_1,0.87,19
2002-08-30 09:00:00,Guitar_1,0.0,10
2002-07-30 09:00:00,Guitar_1,0.87,1
2002-06-30 09:00:00,Guitar_1,0.5,1
2002-05-30 09:00:00,Guitar_1,0.0,10
2002-04-30 09:00:00,Guitar_1,0.5,19
2002-03-30 09:00:00,Guitar_1,0.13,19
2002-02-28 09:00:00,Guitar_1,0.0,10
2002-01-30 09:00:00,Guitar_1,0.13,1
2001-12-30 09:00:00,Guitar_1,0.5,1
2001-11-30 09:00:00,Guitar_1,0.0,10
2001-10-30 09:00:00,Guitar_1,0.5,19
2001-09-30 09:00:00,Guitar_1,0.87,19
2001-08-30 09:00:00,Guitar_1,0.0,10
2001-07-30 09:00:00,Guitar_1,0.87,1
2001-06-30 09:00:00,Guitar_1,0.5,1
2001-05-30 09:00:00,Guitar_1,0.0,10
2001-04-30 09:00:00,Guitar_1,0.5,19
2001-03-30 09:00:00,Guitar_1,0.13,19
2001-02-28 09:00:00,Guitar_1,0.0,10
2001-01-30 09:00:00,Guitar_1,0.13,1
2000-12-30 09:00:00,Guitar_1,0.5,1
2000-11-30 09:00:00,Guitar_1,0.0,10
2000-10-30 09:00:00,Guitar_1,0.5,19
2000-09-30 09:00:00,Guitar_1,0.87,19
2000-08-30 09:00:00,Guitar_1,0.0,10
2000-07-30 09:00:00,Guitar_1,0.87,1
2000-06-30 09:00:00,Guitar_1,0.5,1
2000-05-30 09:00:00,Guitar_1,0.0,10
2000-04-30 09:00:00,Guitar_1,0.5,19
2000-03-30 09:00:00,Guitar_1,0.13,19
2000-02-29 09:00:00,Guitar_1,0.0,10
2000-01-30 09:00:00,Guitar_1,0.13,1
1999-12-30 09:00:00,Guitar_1,0.5,1
1999-11-30 09:00:00,Guitar_1,0.0,10
1999-10-30 09:00:00,Guitar_1,0.5,19
1999-09-30 09:00:00,Guitar_1,0.87,19
1999-08-30 09:00:00,Guitar_1,0.0,10
1999-07-30 09:00:00,Guitar_1,0.87,1
1999-06-30 09:00:00,Guitar_1,0.5,1
1999-05-30 09:00:00,Guitar_1,0.0,10
1999-04-30 09:00:00,Guitar_1,0.5,19
1999-03-30 09:00:00,Guitar_1,0.13,19
1999-02-28 09:00:00,Guitar_1,0.0,10
1999-01-30 09:00:00,Guitar_1,0.13,1
1998-12-30 09:00:00,Guitar_1,0.5,1
1998-11-30 09:00:00,Guitar_1,0.0,10
1998-10-30 09:00:00,Guitar_1,0.5,19
1998-09-30 09:00:00,Guitar_1,0.87,19
1998-08-30 09:00:00,Guitar_1,0.0,10
1998-07-30 09:00:00,Guitar_1,0.87,1
1998-06-30 09:00:00,Guitar_1,0.5,1
1998-05-30 09:00:00,Guitar_1,0.0,10
1998-04-30 09:00:00,Guitar_1,0.5,19
1998-03-30 09:00:00,Guitar_1,0.13,19
1998-02-28 09:00:00,Guitar_1,0.0,10
1998-01-30 09:00:00,Guitar_1,0.13,1
1997-12-30 09:00:00,Guitar_1,0.5,1
1997-11-30 09:00:00,Guitar_1,0.0,10
1997-10-30 09:00:00,Guitar_1,0.5,19
1997-09-30 09:00:00,Guitar_1,0.87,19
1997-08-30 09:00:00,Guitar_1,0.0,10
1997-07-30 09:00:00,Guitar_1,0.87,1
1997-06-30 09:00:00,Guitar_1,0.5,1
1997-05-30 09:00:00,Guitar_1,0.0,10
1997-04-30 09:00:00,Guitar_1,0.5,19
1997-03-30 09:00:00,Guitar_1,0.13,19
1997-02-28 09:00:00,Guitar_1,0.0,10
1997-01-30 09:00:00,Guitar_1,0.13,1
1996-12-30 09:00:00,Guitar_1,0.5,1
1996-11-30 09:00:00,Guitar_1,0.0,10
1996-10-30 09:00:00,Guitar_1,0.5,19
